,FM_defect4ml100_faulty
MM_defect4ml100_add_noise_mutated0_MP_100,0.2010 (reliable)
MM_defect4ml100_add_noise_mutated0_MP_50.0,0.1679 (reliable)
MM_defect4ml100_add_noise_mutated0_MP_56.25,0.2056 (reliable)
MM_defect4ml100_add_noise_mutated0_MP_59.38,0.1664 (reliable)
MM_defect4ml100_add_noise_mutated0_MP_62.5,0.2018 (reliable)
MM_defect4ml100_add_noise_mutated0_MP_75.0,0.1721 (reliable)
MM_defect4ml100_add_noise_mutated0_MP_87.5,0.1824 (reliable)
MM_defect4ml100_add_noise_mutated0_MP_93.75,0.1957 (reliable)
MM_defect4ml100_add_noise_mutated0_MP_96.88,0.2011 (reliable)
MM_defect4ml100_add_weights_regularisation_mutated0_MP_l1_1,0.1776 (reliable)
MM_defect4ml100_add_weights_regularisation_mutated0_MP_l1_l2_1,0.1964 (reliable)
MM_defect4ml100_add_weights_regularisation_mutated0_MP_l2_1,0.1873 (reliable)
MM_defect4ml100_change_activation_function_mutated0_MP_elu_1,0.1223 (reliable)
MM_defect4ml100_change_activation_function_mutated0_MP_elu_2,0.1357 (reliable)
MM_defect4ml100_change_activation_function_mutated0_MP_elu_3,0.4993 (reliable)
MM_defect4ml100_change_activation_function_mutated0_MP_exponential_1,0.1129 (reliable)
MM_defect4ml100_change_activation_function_mutated0_MP_exponential_2,0.1163 (reliable)
MM_defect4ml100_change_activation_function_mutated0_MP_exponential_3,0.1724 (reliable)
MM_defect4ml100_change_activation_function_mutated0_MP_hard_sigmoid_1,0.3888 (reliable)
MM_defect4ml100_change_activation_function_mutated0_MP_hard_sigmoid_2,0.4777 (unreliable)
MM_defect4ml100_change_activation_function_mutated0_MP_hard_sigmoid_3,0.5093 (unreliable)
MM_defect4ml100_change_activation_function_mutated0_MP_linear_1,0.1281 (reliable)
MM_defect4ml100_change_activation_function_mutated0_MP_linear_2,0.1339 (reliable)
MM_defect4ml100_change_activation_function_mutated0_MP_linear_3,0.5019 (reliable)
MM_defect4ml100_change_activation_function_mutated0_MP_relu_1,0.1775 (reliable)
MM_defect4ml100_change_activation_function_mutated0_MP_relu_2,0.1983 (reliable)
MM_defect4ml100_change_activation_function_mutated0_MP_selu_1,0.1066 (reliable)
MM_defect4ml100_change_activation_function_mutated0_MP_selu_2,0.0969 (reliable)
MM_defect4ml100_change_activation_function_mutated0_MP_selu_3,0.5011 (reliable)
MM_defect4ml100_change_activation_function_mutated0_MP_sigmoid_1,0.4205 (reliable)
MM_defect4ml100_change_activation_function_mutated0_MP_sigmoid_2,0.4147 (reliable)
MM_defect4ml100_change_activation_function_mutated0_MP_sigmoid_3,0.2030 (reliable)
MM_defect4ml100_change_activation_function_mutated0_MP_softmax_1,0.4190 (reliable)
MM_defect4ml100_change_activation_function_mutated0_MP_softmax_2,0.5078 (reliable)
MM_defect4ml100_change_activation_function_mutated0_MP_softmax_3,0.1539 (reliable)
MM_defect4ml100_change_activation_function_mutated0_MP_softplus_1,0.2338 (reliable)
MM_defect4ml100_change_activation_function_mutated0_MP_softplus_2,0.2221 (reliable)
MM_defect4ml100_change_activation_function_mutated0_MP_softplus_3,0.2926 (reliable)
MM_defect4ml100_change_activation_function_mutated0_MP_softsign_1,0.1453 (reliable)
MM_defect4ml100_change_activation_function_mutated0_MP_softsign_2,0.1495 (reliable)
MM_defect4ml100_change_activation_function_mutated0_MP_softsign_3,0.5000 (reliable)
MM_defect4ml100_change_activation_function_mutated0_MP_tanh_1,0.1238 (reliable)
MM_defect4ml100_change_activation_function_mutated0_MP_tanh_2,0.1195 (reliable)
MM_defect4ml100_change_activation_function_mutated0_MP_tanh_3,0.4959 (reliable)
MM_defect4ml100_change_batch_size_mutated0_MP_128_128,0.5111 (unreliable)
MM_defect4ml100_change_batch_size_mutated0_MP_16_16,0.0924 (reliable)
MM_defect4ml100_change_batch_size_mutated0_MP_64_64,0.3423 (reliable)
MM_defect4ml100_change_batch_size_mutated0_MP_8_8,0.0554 (reliable)
MM_defect4ml100_change_epochs_mutated0_MP_1,0.5272 (reliable)
MM_defect4ml100_change_epochs_mutated0_MP_6,0.2820 (reliable)
MM_defect4ml100_change_epochs_mutated0_MP_8,0.2440 (reliable)
MM_defect4ml100_change_epochs_mutated0_MP_9,0.2167 (reliable)
MM_defect4ml100_change_label_mutated0_MP_100,0.2674 (reliable)
MM_defect4ml100_change_label_mutated0_MP_25.0,0.1983 (reliable)
MM_defect4ml100_change_label_mutated0_MP_31.25,0.1506 (reliable)
MM_defect4ml100_change_label_mutated0_MP_34.38,0.1874 (reliable)
MM_defect4ml100_change_label_mutated0_MP_37.5,0.1756 (reliable)
MM_defect4ml100_change_label_mutated0_MP_50.0,0.2070 (reliable)
MM_defect4ml100_change_label_mutated0_MP_53.12,0.2912 (reliable)
MM_defect4ml100_change_label_mutated0_MP_56.25,0.2837 (reliable)
MM_defect4ml100_change_label_mutated0_MP_62.5,0.2711 (reliable)
MM_defect4ml100_change_label_mutated0_MP_75.0,0.2734 (reliable)
MM_defect4ml100_change_learning_rate_mutated0_MP_False_1e-05,0.5379 (unreliable)
MM_defect4ml100_change_learning_rate_mutated0_MP_False_6e-05,0.2960 (reliable)
MM_defect4ml100_change_learning_rate_mutated0_MP_False_7e-05,0.2605 (reliable)
MM_defect4ml100_change_learning_rate_mutated0_MP_False_8e-05,0.1949 (reliable)
MM_defect4ml100_change_learning_rate_mutated0_MP_False_9e-05,0.1729 (reliable)
MM_defect4ml100_change_loss_function_mutated0_MP_binary_crossentropy,0.5138 (reliable)
MM_defect4ml100_change_loss_function_mutated0_MP_categorical_hinge,0.4628 (reliable)
MM_defect4ml100_change_loss_function_mutated0_MP_hinge,0.4992 (reliable)
MM_defect4ml100_change_loss_function_mutated0_MP_huber_loss,0.4997 (reliable)
MM_defect4ml100_change_loss_function_mutated0_MP_kullback_leibler_divergence,0.5529 (reliable)
MM_defect4ml100_change_loss_function_mutated0_MP_logcosh,0.4974 (reliable)
MM_defect4ml100_change_loss_function_mutated0_MP_mean_absolute_error,0.4948 (reliable)
MM_defect4ml100_change_loss_function_mutated0_MP_mean_absolute_percentage_error,0.4536 (reliable)
MM_defect4ml100_change_loss_function_mutated0_MP_mean_squared_error,0.5198 (reliable)
MM_defect4ml100_change_loss_function_mutated0_MP_mean_squared_logarithmic_error,0.4956 (reliable)
MM_defect4ml100_change_loss_function_mutated0_MP_poisson,0.4882 (reliable)
MM_defect4ml100_change_loss_function_mutated0_MP_squared_hinge,0.4955 (reliable)
MM_defect4ml100_change_optimisation_function_mutated0_MP_adadelta,0.0750 (reliable)
MM_defect4ml100_change_optimisation_function_mutated0_MP_adagrad,0.0326 (reliable)
MM_defect4ml100_change_optimisation_function_mutated0_MP_adam,0.0189 (reliable)
MM_defect4ml100_change_optimisation_function_mutated0_MP_adamax,0.0125 (reliable)
MM_defect4ml100_change_optimisation_function_mutated0_MP_nadam,0.0275 (reliable)
MM_defect4ml100_change_optimisation_function_mutated0_MP_rmsprop,0.0160 (reliable)
MM_defect4ml100_change_weights_initialisation_mutated0_MP_constant_1,0.4190 (reliable)
MM_defect4ml100_change_weights_initialisation_mutated0_MP_constant_2,0.4190 (reliable)
MM_defect4ml100_change_weights_initialisation_mutated0_MP_constant_3,0.4462 (reliable)
